"","rat_gene_id","rat_gene_symbol","LHNS1","LHNS2","LHNS3","IGFNS1","IGFNS2","IGFNS3","PDGFNS1","PDGFNS2","PDGFNS3"
"19369","ENSRNOG00000046576","LOC689479",0,1,0,0,0,1,0,1,0
"19370","ENSRNOG00000022499","Sgo1",89,98,77,186,235,281,63,128,117
"19371","ENSRNOG00000011269","Sult1c3",0,0,0,0,0,0,0,1,0
"19372","ENSRNOG00000010597","Slc5a7",3,5,1,67,69,63,30,18,37
"19373","ENSRNOG00000018266","Slc23a3",16,5,8,9,7,9,8,20,14
"19374","ENSRNOG00000015886","Cnnm4",123,46,48,86,48,105,93,210,139
"19375","ENSRNOG00000018325","Cnppd1",1045,479,538,733,351,758,782,1122,1118
"19376","ENSRNOG00000063081","Txndc9",0,0,0,0,0,0,0,0,0
"19377","ENSRNOG00000019506","Dnajb2",553,284,275,403,157,478,306,500,525
"19378","ENSRNOG00000012718","Zfp451",689,506,590,1105,663,921,846,1308,1173
"19379","ENSRNOG00000050591","Lyg2",0,0,0,0,0,1,0,0,0
"19380","ENSRNOG00000023312","Lonrf2",8,6,3,14,11,13,47,180,140
"19381","ENSRNOG00000018586","Retreg2",814,474,487,809,480,977,778,1181,1116
"19382","ENSRNOG00000023566","Vwa3b",7,5,5,4,5,2,15,48,24
"19383","ENSRNOG00000062745",NA,0,0,1,2,0,0,1,1,0
"19384","ENSRNOG00000014797","Tmbim1",2275,1473,1724,1575,975,1657,2486,3533,3281
"19385","ENSRNOG00000019704","Resp18",13,5,3,10,15,10,14,12,11
"19386","ENSRNOG00000014901","Uggt1",1868,1323,1488,2869,1821,2975,2248,5133,3744
"19387","ENSRNOG00000015248","Abca12",0,1,0,0,0,0,0,1,1
"19388","ENSRNOG00000013213","Epha4",547,198,385,1711,556,890,123,345,205
"19389","ENSRNOG00000019587","Ptprn",115,103,80,66,75,127,787,1758,1605
"19390","ENSRNOG00000052570","LOC100909859",0,0,0,0,0,0,0,0,0
"19391","ENSRNOG00000048239","Cxcr1",0,0,0,0,0,0,0,0,0
"19392","ENSRNOG00000018464","Lipt1",31,17,21,44,21,36,27,43,37
"19393","ENSRNOG00000028362","Unc80",2,1,1,1,4,0,4,2,2
"19394","ENSRNOG00000018467","Mitd1",41,40,50,79,53,57,66,116,88
"19395","ENSRNOG00000049330","Mrpl30",238,204,242,604,403,401,362,476,404
"19396","ENSRNOG00000038085","Rpe",399,318,305,851,442,699,641,1189,914
"19397","ENSRNOG00000015382","Arid5a",87,28,44,8,5,14,62,269,192
"19398","ENSRNOG00000020038","Chpf",5065,1910,2164,2584,1175,3300,2208,4519,3759
"19399","ENSRNOG00000020061","Tmem198",25,11,6,18,5,12,13,6,13
"19400","ENSRNOG00000018366","Cracdl",10,21,32,12,15,21,32,35,33
"19401","ENSRNOG00000028149","Kansl1l",624,444,483,1392,951,1136,937,1401,1129
"19402","ENSRNOG00000015346","Obsl1",1532,594,589,771,318,698,518,1152,848
"19403","ENSRNOG00000020097","Inha",115,54,59,97,42,79,72,163,118
"19404","ENSRNOG00000020107","Stk11ip",295,130,173,270,109,236,201,476,382
"19405","ENSRNOG00000017660","Inpp4a",591,306,358,589,313,647,559,857,840
"19406","ENSRNOG00000019772","Dnpep",1573,911,1028,1624,757,1410,1292,2059,1832
"19407","ENSRNOG00000069992","Sgpp2",0,0,0,0,0,0,0,1,0
"19408","ENSRNOG00000071002","Kcne4",154,85,108,409,174,409,216,430,445
"19409","ENSRNOG00000063437","LOC102551819",239,176,181,329,266,351,332,564,537
"19410","ENSRNOG00000014718","Acsl3",240,309,238,484,524,495,694,1102,934
"19411","ENSRNOG00000014289","Arpc2",6188,5087,6711,8306,5885,6635,6525,10591,9129
"19412","ENSRNOG00000014516","Hs6st1",1787,994,1139,837,523,1038,811,1063,781
"19413","ENSRNOG00000031651","AC133270.1",116,89,128,231,122,236,155,210,174
"19414","ENSRNOG00000064457",NA,119,84,89,148,89,191,114,171,173
"19415","ENSRNOG00000018128","Unc50",766,631,719,1065,640,1058,927,1340,1217
"19416","ENSRNOG00000018830","Aff3",808,505,435,978,592,1057,381,505,339
"19417","ENSRNOG00000018276","Mgat4a",44,28,23,38,30,43,23,62,45
"19418","ENSRNOG00000016789","Actr1b",1385,704,877,1007,446,1175,779,1392,1499
"19419","ENSRNOG00000016254","Sema4c",223,85,107,263,115,274,151,292,212
"19420","ENSRNOG00000023941","Fam178b",14,7,10,21,6,16,7,20,23
"19421","ENSRNOG00000058681","Tsga10",11,25,30,21,20,36,23,32,30
"19422","ENSRNOG00000018593","Txndc9",93,81,88,196,135,141,172,245,273
"19423","ENSRNOG00000068018",NA,0,0,0,0,0,0,0,0,0
"19424","ENSRNOG00000023220","Cnot11",729,395,479,702,436,685,542,879,737
"19425","ENSRNOG00000013946","Rnf149",279,271,359,555,421,455,755,1047,1097
"19426","ENSRNOG00000023356","Eif5b",92,84,96,136,83,143,112,171,142
"19427","ENSRNOG00000018623","Rev1",713,519,577,1170,709,967,734,1097,841
"19428","ENSRNOG00000013991","Creg2",5,2,3,2,1,0,2,1,3
"19429","ENSRNOG00000058243","Rfx8",128,77,74,180,86,113,141,178,145
"19430","ENSRNOG00000051950","Cnga3",0,0,0,0,0,0,0,0,1
"19431","ENSRNOG00000054218","Il18rap",2,1,2,5,1,4,17,32,21
"19432","ENSRNOG00000014835","Il1rl1",250,230,688,16,13,18,110,112,101
"19433","ENSRNOG00000015027","Il18r1",1,2,5,1,2,0,2,4,7
"19434","ENSRNOG00000038979","NMS",0,0,0,0,0,0,0,1,0
"19435","ENSRNOG00000015417","Kansl3",1070,520,612,868,414,745,515,818,671
"19436","ENSRNOG00000014504","Il1r1",1492,1346,1369,1804,1973,2514,3889,3916,3214
"19437","ENSRNOG00000014013","Map4k4",2455,1443,1775,2862,1688,2507,2750,3483,3209
"19438","ENSRNOG00000028945","Tmem182",0,0,0,0,0,0,0,1,0
"19439","ENSRNOG00000024201","Fer1l5",48,18,16,16,14,25,14,30,32
"19440","ENSRNOG00000015699","Lman2l",579,288,309,578,345,591,393,732,583
"19441","ENSRNOG00000014683","Il1rl2",284,167,306,69,57,87,110,118,123
"19442","ENSRNOG00000012815","Chst10",126,88,82,183,116,222,110,293,189
"19443","ENSRNOG00000061227","AABR07067459.1",0,0,0,0,0,0,0,0,0
"19444","ENSRNOG00000013286","Pdcl3",569,453,716,780,399,637,608,929,1001
"19445","ENSRNOG00000016201","Mrps9",342,240,241,583,272,461,518,709,677
"19446","ENSRNOG00000013408","Npas2",232,91,132,55,25,26,312,793,431
"19447","ENSRNOG00000047233","Lyg1",0,0,0,0,0,0,0,0,0
"19448","ENSRNOG00000023576","Ecrg4",22,26,23,479,263,360,52,130,160
"19449","ENSRNOG00000011591","Mettl21c",1,1,2,6,1,4,16,23,23
"19450","ENSRNOG00000038909","Pou3f3",0,0,2,0,0,1,0,1,0
"19451","ENSRNOG00000015306","Slc9a4",0,0,1,0,0,0,1,1,0
"19452","ENSRNOG00000067665","Hsp90ab1-ps13",1457,1133,1090,2364,1509,2130,2439,3390,2865
"19453","ENSRNOG00000015567","Slc9a2",1,0,2,0,0,1,0,0,0
"19454","ENSRNOG00000063478","Ccdc168",1,1,1,2,0,1,1,3,1
"19455","ENSRNOG00000011658","Tex30",59,59,96,132,91,139,119,163,198
"19456","ENSRNOG00000017155","Nck2",347,183,227,373,173,348,184,382,312
"19457","ENSRNOG00000022762","Mettl21cl1",0,0,0,2,0,3,0,1,0
"19458","ENSRNOG00000011194","Tpp2",984,776,995,1628,1180,1457,1589,2426,2178
"19459","ENSRNOG00000014378","Il1r2",1,0,3,0,0,0,2,0,1
"19460","ENSRNOG00000016447","RGD1310553",275,223,246,507,294,396,300,603,478
"19461","ENSRNOG00000010370","Tnip1",744,377,436,704,342,788,664,932,839
"19462","ENSRNOG00000010668","Anxa6",4418,2694,3492,5564,2696,5341,1931,4489,3848
"19463","ENSRNOG00000059348","Ube2b",1517,1157,1337,2382,1530,2213,3190,3551,3523
"19464","ENSRNOG00000064427","LOC100362400",6193,2992,3266,5070,1906,4652,3123,5411,5100
"19465","ENSRNOG00000059485","Cdkl3",28,27,22,65,53,56,85,105,125
"19466","ENSRNOG00000064621",NA,40,31,25,44,19,48,34,44,48
"19467","ENSRNOG00000008111","Il5",0,0,0,0,0,0,0,0,1
"19468","ENSRNOG00000012840","Sparc",194684,131280,154678,245397,149079,219780,69479,151740,113481
"19469","ENSRNOG00000026745","Acsl6",0,0,0,0,0,0,1,4,2
"19470","ENSRNOG00000009104","Fnip1",470,390,442,1068,683,896,1034,1346,1334
"19471","ENSRNOG00000009995","Rapgef6",397,300,335,452,293,434,413,655,609
"19472","ENSRNOG00000042449","Cdc42se2-ps1",519,351,427,526,328,542,290,461,399
"19473","ENSRNOG00000002423","Fam114a2",340,241,253,596,327,490,385,661,531
"19474","ENSRNOG00000002575","Sap30l",187,152,147,313,163,272,169,235,240
"19475","ENSRNOG00000002443","Mfap3",588,432,602,852,568,904,601,946,703
"19476","ENSRNOG00000012356","Slc36a1",317,163,180,255,114,332,229,398,307
"19477","ENSRNOG00000021370","Ccdc69",1,0,0,1,0,0,0,0,1
"19478","ENSRNOG00000002845","LOC691286",0,0,0,0,0,0,0,0,0
"19479","ENSRNOG00000026844","Lypd8",0,0,0,1,0,0,0,2,2
"19480","ENSRNOG00000066088","Ubb",22696,17595,19879,34038,19463,30925,27811,41536,36791
"19481","ENSRNOG00000027008","Igtp",192,132,123,396,201,382,337,507,445
"19482","ENSRNOG00000023143","Nlrp1a",451,298,308,630,354,617,604,1085,873
"19483","ENSRNOG00000038474","LOC102552882",0,0,0,0,0,0,0,0,0
"19484","ENSRNOG00000011892","Slc36a2",0,0,0,0,0,0,0,0,0
"19485","ENSRNOG00000064321","Or1e18",0,0,0,0,0,0,0,0,0
"19486","ENSRNOG00000069020",NA,4,4,0,3,3,3,6,5,1
"19487","ENSRNOG00000069599","Or2t48b",0,0,0,0,0,0,0,0,0
"19488","ENSRNOG00000067008","Olr1469",0,0,0,0,0,0,0,0,0
"19489","ENSRNOG00000026805","Csf2",0,0,0,0,0,0,0,1,1
"19490","ENSRNOG00000068229","Or1e33",0,0,0,0,0,0,0,0,0
"19491","ENSRNOG00000002820","LOC24906",0,0,0,0,0,0,0,0,0
"19492","ENSRNOG00000024553","Cyb5d2",48,10,18,32,13,28,24,44,38
"19493","ENSRNOG00000013118","Atox1",786,753,921,1693,963,1273,950,1611,1480
"19494","ENSRNOG00000024535","Zzef1",2994,1243,1320,1490,706,1572,1015,1678,1322
"19495","ENSRNOG00000068864","Or2t48",0,0,0,0,0,0,0,0,0
"19496","ENSRNOG00000002827","Rbfox1",0,0,0,0,0,0,0,0,0
"19497","ENSRNOG00000013186","G3bp1",2848,1995,2201,3211,2054,3284,1872,3018,2556
"19498","ENSRNOG00000010041","Ube2g1",1082,664,797,1477,928,1718,1209,1890,1911
"19499","ENSRNOG00000067204","Or2t47e",0,0,0,0,0,0,0,0,0
"19500","ENSRNOG00000003815","Slc25a11",1052,656,619,1324,685,1460,1029,1673,1491
"19501","ENSRNOG00000065351",NA,0,0,0,0,0,0,0,0,0
"19502","ENSRNOG00000068547","Or2t48d",0,0,0,0,0,0,0,0,0
"19503","ENSRNOG00000054400","Sh3bp5l",322,136,199,248,110,278,219,273,274
"19504","ENSRNOG00000071204","Or2t47d",0,0,0,0,0,0,0,0,0
"19505","ENSRNOG00000014081","Nmur2",0,0,0,0,0,0,0,0,0
"19506","ENSRNOG00000070347",NA,1,0,1,1,5,3,1,2,2
"19507","ENSRNOG00000043116","RGD1308564",0,0,0,0,0,0,0,0,0
"19508","ENSRNOG00000038413","Olr1433",0,0,0,0,0,0,0,0,0
"19509","ENSRNOG00000002488","Galnt10",1091,616,655,1318,655,1652,858,1375,1255
"19510","ENSRNOG00000067499","Or2t48c-ps1",0,0,0,0,0,0,0,0,0
"19511","ENSRNOG00000067195","Or2t47",0,0,0,0,0,0,0,0,0
"19512","ENSRNOG00000069306","Or2t43",0,0,0,0,0,0,0,0,0
"19513","ENSRNOG00000067952","Or2ak4",0,0,0,0,0,0,0,0,0
"19514","ENSRNOG00000002630","Cnot8",324,212,267,536,260,340,357,513,415
"19515","ENSRNOG00000002645","Gemin5",407,238,318,524,267,472,340,507,482
"19516","ENSRNOG00000003879","Rnf167",533,277,287,686,373,547,407,575,481
"19517","ENSRNOG00000019458","Shpk",42,29,22,73,33,54,57,82,75
"19518","ENSRNOG00000027039","Mrpl22",117,122,139,266,159,191,216,324,359
"19519","ENSRNOG00000045816","Gria1",1,1,3,16,13,22,4,2,0
"19520","ENSRNOG00000069086","Or5af1c",0,0,0,0,0,0,0,0,0
"19521","ENSRNOG00000062627","Or2ak5e",0,0,0,0,0,0,0,0,0
"19522","ENSRNOG00000069462","Olr1428",0,0,0,0,0,0,0,0,0
"19523","ENSRNOG00000047955","Or2t29b-ps1",0,0,0,0,0,0,0,0,0
"19524","ENSRNOG00000038422","LOC691352",0,0,0,0,0,0,0,0,0
"19525","ENSRNOG00000002582","Hand1",3,0,0,1,0,2,1,0,1
"19526","ENSRNOG00000031544","Larp1",1636,814,876,1240,700,1492,972,1639,1419
"19527","ENSRNOG00000027259","Faxdc2",881,530,423,1425,636,949,1635,2149,1871
"19528","ENSRNOG00000051868","RGD1561277",182,184,203,408,282,368,325,438,348
"19529","ENSRNOG00000014712","Zfp39",41,24,27,119,58,90,114,109,116
"19530","ENSRNOG00000003975","Pfn1",9382,3921,4902,4756,2213,7241,3125,7288,5581
"19531","ENSRNOG00000033663","P4ha2",430,303,360,872,423,756,360,936,631
"19532","ENSRNOG00000065470",NA,0,0,0,0,0,0,0,0,0
"19533","ENSRNOG00000062854","Or2ak6",0,0,0,0,0,0,0,0,0
"19534","ENSRNOG00000069068","Or2ak5d",0,0,0,0,0,0,0,0,0
"19535","ENSRNOG00000002682","Zfp692",97,44,43,115,37,102,60,122,86
"19536","ENSRNOG00000002713","Zfp672",482,292,349,669,398,576,375,637,410
"19537","ENSRNOG00000070864",NA,19,13,19,37,17,28,24,29,10
"19538","ENSRNOG00000064507","Or2t46-ps1",0,0,0,0,0,0,0,0,0
"19539","ENSRNOG00000064350",NA,2,1,2,2,1,1,3,1,3
"19540","ENSRNOG00000067217",NA,22,35,35,42,21,33,29,52,35
"19541","ENSRNOG00000070178",NA,2,2,1,1,0,0,5,3,5
"19542","ENSRNOG00000068756","Iba57",33,9,17,21,10,26,23,23,17
"19543","ENSRNOG00000069764",NA,13,8,3,22,6,14,14,19,11
"19544","ENSRNOG00000003847","Gid4",321,176,201,437,248,335,314,445,338
"19545","ENSRNOG00000062640","LOC102546946",21,6,11,25,11,14,12,24,18
"19546","ENSRNOG00000067459",NA,21,13,6,15,3,9,17,20,9
"19547","ENSRNOG00000063438",NA,0,0,0,0,0,0,0,0,0
"19548","ENSRNOG00000066378",NA,43,44,36,68,42,68,45,57,40
"19549","ENSRNOG00000055459","LOC120095116",0,0,0,0,0,1,0,1,0
"19550","ENSRNOG00000052088","LOC102552952",0,0,2,0,1,0,0,1,0
"19551","ENSRNOG00000065010","Or5af1b",0,0,0,0,0,0,0,0,0
"19552","ENSRNOG00000064285",NA,1,0,1,0,0,1,0,1,0
"19553","ENSRNOG00000026430","Trim58",0,0,0,0,0,0,0,0,0
"19554","ENSRNOG00000070207",NA,0,0,0,0,0,0,0,0,0
"19555","ENSRNOG00000070920",NA,0,0,0,0,1,0,0,0,1
"19556","ENSRNOG00000023431","LOC102555635",69,66,68,158,77,142,103,156,130
"19557","ENSRNOG00000066015",NA,0,0,0,0,0,0,0,0,0
"19558","ENSRNOG00000067151",NA,663,426,590,369,275,372,106,119,146
"19559","ENSRNOG00000069550",NA,0,0,0,0,0,0,0,0,0
"19560","ENSRNOG00000060247","LOC120095403",0,0,1,0,0,0,0,0,0
"19561","ENSRNOG00000022431","Zfp867",28,19,23,74,40,65,61,69,53
"19562","ENSRNOG00000055640","Snord65",0,0,0,0,0,0,0,0,0
"19563","ENSRNOG00000065061",NA,2,0,1,1,0,0,0,0,1
"19564","ENSRNOG00000071012",NA,222,133,121,256,116,220,206,258,185
"19565","ENSRNOG00000057240","Snord49b",3,4,5,12,4,6,6,7,5
"19566","ENSRNOG00000069370",NA,0,0,0,0,0,0,0,0,0
"19567","ENSRNOG00000062611","LOC120095487",0,0,0,0,0,0,0,0,1
"19568","ENSRNOG00000062948","Or9e1b",0,0,0,0,0,0,0,0,0
"19569","ENSRNOG00000069674",NA,4,0,0,0,0,3,4,1,4
"19570","ENSRNOG00000061633","LOC120095495",0,0,0,0,0,0,0,0,0
"19571","ENSRNOG00000065225",NA,1,0,3,3,4,6,6,5,4
"19572","ENSRNOG00000058899","Snord49a",0,0,0,0,0,0,0,0,0
"19573","ENSRNOG00000002858","Or11l3",0,0,0,0,0,0,0,0,0
"19574","ENSRNOG00000054015","LOC120095502",0,0,0,0,0,0,0,0,0
"19575","ENSRNOG00000065824","LOC120095133",0,0,0,0,0,0,0,0,0
"19576","ENSRNOG00000053082","LOC120095429",0,0,0,0,0,0,1,1,2
"19577","ENSRNOG00000068961",NA,0,0,0,0,0,0,0,0,0
"19578","ENSRNOG00000054755","LOC120095507",0,0,0,0,0,0,0,0,0
"19579","ENSRNOG00000068527",NA,8,8,5,12,5,11,12,19,10
"19580","ENSRNOG00000061482","LOC120095381",0,0,0,0,0,0,0,0,0
"19581","ENSRNOG00000064121",NA,4,5,1,1,1,2,1,2,5
"19582","ENSRNOG00000022472","Snap47",141,80,102,117,52,114,99,147,120
"19583","ENSRNOG00000052741","Snora21",1,1,0,1,0,0,0,2,1
"19584","ENSRNOG00000051656","LOC120095376",0,0,0,1,1,0,1,1,0
"19585","ENSRNOG00000064143",NA,146,71,86,74,51,85,52,115,93
"19586","ENSRNOG00000063978",NA,74,76,137,149,131,114,149,187,181
"19587","ENSRNOG00000055792","LOC120095471",2,0,0,2,0,2,0,0,0
"19588","ENSRNOG00000004078","Eno3",132,89,97,213,75,139,99,213,172
"19589","ENSRNOG00000065243",NA,575,491,594,932,719,1006,951,1394,1353
"19590","ENSRNOG00000070859","LOC120095504",0,0,0,0,0,0,0,0,0
"19591","ENSRNOG00000022438","Jmjd4",25,17,20,25,16,42,20,27,32
"19592","ENSRNOG00000071081",NA,0,0,0,0,0,0,0,0,0
"19593","ENSRNOG00000057885","LOC120095358",1,0,0,0,0,1,1,0,0
"19594","ENSRNOG00000068781",NA,1,1,0,0,0,0,0,0,1
"19595","ENSRNOG00000027891","Dhrs11",157,86,88,146,83,133,168,254,228
"19596","ENSRNOG00000052561","LOC120095482",0,0,0,0,0,0,0,0,0
"19597","ENSRNOG00000068928",NA,217,224,277,524,339,438,426,503,459
"19598","ENSRNOG00000043019","Btnl10",8,3,5,10,3,8,6,15,10
"19599","ENSRNOG00000055961","LOC120095423",0,0,0,0,0,1,0,0,1
"19600","ENSRNOG00000062350",NA,21,16,23,69,54,41,68,62,81
"19601","ENSRNOG00000064716",NA,94,50,49,99,46,94,70,108,101
"19602","ENSRNOG00000052520","LOC120095467",1,0,1,0,0,1,2,1,1
"19603","ENSRNOG00000066541","LOC120095378",0,0,0,0,0,0,0,0,0
"19604","ENSRNOG00000070561",NA,5,6,1,11,1,7,10,12,9
"19605","ENSRNOG00000057669","LOC120095364",0,0,0,0,0,0,0,0,0
"19606","ENSRNOG00000066333",NA,0,0,0,0,0,0,0,0,0
"19607","ENSRNOG00000019486","Trpv1",12,6,2,14,2,15,16,19,11
"19608","ENSRNOG00000057605","LOC120095391",0,0,0,0,0,1,0,0,0
"19609","ENSRNOG00000066693",NA,0,0,0,0,0,0,0,0,0
"19610","ENSRNOG00000049219","Rnf187",1306,560,629,1109,509,1126,477,917,771
"19611","ENSRNOG00000066339","LOC120095396",0,0,0,0,0,0,0,0,0
"19612","ENSRNOG00000063383","LOC120095169",0,0,0,0,0,0,0,0,0
"19613","ENSRNOG00000063269","LOC120095490",0,0,0,1,0,2,0,0,1
"19614","ENSRNOG00000065502","LOC120095385",0,0,0,0,1,2,1,1,1
"19615","ENSRNOG00000067337",NA,5,2,3,9,12,5,7,10,4
"19616","ENSRNOG00000055550","LOC120095359",0,0,0,0,0,0,0,0,0
"19617","ENSRNOG00000053179","LOC691277",0,0,0,0,0,0,0,0,0
"19618","ENSRNOG00000055743","LOC120095489",0,1,0,0,1,2,1,0,0
"19619","ENSRNOG00000063722",NA,242,173,187,640,343,539,373,615,440
"19620","ENSRNOG00000060659","LOC120095496",0,0,0,0,0,0,0,0,0
"19621","ENSRNOG00000062516",NA,0,0,0,0,0,0,0,0,1
"19622","ENSRNOG00000062916","Or2ak4c",0,0,0,0,0,0,0,0,0
"19623","ENSRNOG00000068240","LOC120095491",1,0,0,1,0,1,0,0,0
"19624","ENSRNOG00000058532","LOC120095372",0,0,0,0,0,0,0,0,0
"19625","ENSRNOG00000067006","Olr1451",0,0,0,0,0,0,0,0,0
"19626","ENSRNOG00000065892",NA,474,250,288,441,227,446,412,622,505
"19627","ENSRNOG00000057512","LOC120095366",0,0,0,0,0,0,0,0,0
"19628","ENSRNOG00000056543","LOC120095424",0,0,0,0,0,0,0,0,0
"19629","ENSRNOG00000052147","LOC120095373",0,0,0,0,0,0,0,0,0
"19630","ENSRNOG00000070989",NA,5,0,0,0,2,1,1,1,1
"19631","ENSRNOG00000003129","Zfp496",1651,813,710,1986,1029,2397,1557,2029,2006
"19632","ENSRNOG00000061671","LOC120095458",0,0,1,0,0,1,0,0,0
"19633","ENSRNOG00000069686","LOC120095382",0,0,0,0,0,0,0,0,0
"19634","ENSRNOG00000063817",NA,0,0,0,0,0,0,0,0,0
"19635","ENSRNOG00000061622","LOC120095426",2,1,1,0,2,0,2,4,1
"19636","ENSRNOG00000043419","Hist3h2ba",4,4,1,16,7,21,3,6,6
"19637","ENSRNOG00000066434","LOC120095354",0,0,0,0,0,0,0,0,0
"19638","ENSRNOG00000054660","LOC120095434",0,0,0,0,0,0,0,0,0
"19639","ENSRNOG00000057083","LOC120095483",0,0,0,0,0,0,0,0,0
"19640","ENSRNOG00000067673","LOC108352070",3,3,3,5,4,1,3,0,7
"19641","ENSRNOG00000066138","LOC120095349",0,0,0,0,0,0,0,0,0
"19642","ENSRNOG00000056479","LOC120095457",0,0,0,0,0,0,0,0,0
"19643","ENSRNOG00000067463","LOC120095374",1,1,0,0,0,0,0,0,0
"19644","ENSRNOG00000002895","Nagpa",67,28,33,47,25,70,77,102,93
"19645","ENSRNOG00000067537","LOC108352071",0,0,0,0,0,2,2,1,0
"19646","ENSRNOG00000069371","LOC120095436",0,0,0,0,0,0,0,0,0
"19647","ENSRNOG00000052554","LOC120095470",1,0,1,0,2,1,0,3,0
"19648","ENSRNOG00000062965",NA,11,4,4,6,13,12,18,26,16
"19649","ENSRNOG00000065881","LOC120095493",0,0,0,0,0,0,0,0,0
"19650","ENSRNOG00000060567","LOC120095351",0,0,0,0,0,0,0,0,0
"19651","ENSRNOG00000053830","LOC120095430",1,0,0,0,0,0,0,6,3
"19652","ENSRNOG00000069978","LOC102546363",13,5,6,10,3,15,12,15,6
"19653","ENSRNOG00000053545","LOC120095410",0,0,0,0,0,0,0,0,0
"19654","ENSRNOG00000059819","LOC120095432",0,0,0,0,0,0,0,0,0
"19655","ENSRNOG00000052344","LOC120095463",1,0,0,0,0,0,0,0,0
"19656","ENSRNOG00000055516","LOC120095417",0,0,0,0,0,0,0,0,0
"19657","ENSRNOG00000070850",NA,193,116,125,328,200,271,280,422,302
"19658","ENSRNOG00000056422","Snord104",10,11,6,15,6,9,5,6,13
"19659","ENSRNOG00000070353",NA,0,0,0,0,0,0,0,0,0
"19660","ENSRNOG00000052684","LOC120095375",0,0,0,2,0,0,1,1,1
"19661","ENSRNOG00000051234","AABR07030147.1",0,0,0,0,0,0,0,0,0
"19662","ENSRNOG00000003170","Nlrp3",38,30,42,3,14,48,18,22,16
"19663","ENSRNOG00000059048","LOC120095369",0,0,0,0,0,0,0,0,0
"19664","ENSRNOG00000056866","LOC120095466",0,0,0,0,0,0,0,0,0
"19665","ENSRNOG00000066341",NA,1,2,3,0,0,1,0,1,1
"19666","ENSRNOG00000054387","LOC120095503",0,0,0,0,0,0,0,0,1
"19667","ENSRNOG00000053961","Med9",146,83,86,173,91,164,115,223,158
"19668","ENSRNOG00000059449","Metazoa_SRP",0,2,0,0,0,0,0,0,1
"19669","ENSRNOG00000068321","LOC120095442",0,0,0,0,0,0,0,0,0
"19670","ENSRNOG00000055502","LOC120095418",0,0,0,0,1,0,0,2,0
"19671","ENSRNOG00000054649","LOC120095416",0,0,0,0,0,0,0,0,0
"19672","ENSRNOG00000020843","Ftl1",827,436,451,1105,481,1232,1279,1185,1480
"19673","ENSRNOG00000004246","Spag7",205,121,198,255,137,198,152,232,238
"19674","ENSRNOG00000070019","LOC120095437",0,0,0,0,0,0,0,0,0
"19675","ENSRNOG00000070557","LOC120095468",1,0,7,5,1,5,5,3,3
"19676","ENSRNOG00000063452","Or2t45b",0,0,0,0,0,0,0,0,0
"19677","ENSRNOG00000061173","LOC120095494",0,1,0,0,1,0,0,0,0
"19678","ENSRNOG00000054307","Metazoa_SRP",0,0,0,0,0,0,0,0,0
"19679","ENSRNOG00000052059","LOC120095459",0,0,0,0,0,0,0,0,0
"19680","ENSRNOG00000062630","LOC120095465",0,0,0,1,0,0,0,0,0
"19681","ENSRNOG00000065726","Olr1454",0,0,0,0,0,0,0,0,0
"19682","ENSRNOG00000063603","LOC120095353",0,0,0,0,0,0,0,0,0
"19683","ENSRNOG00000059300","LOC120095414",0,0,0,1,0,0,0,0,0
"19684","ENSRNOG00000019384","Med11",94,74,97,204,94,136,126,213,196
"19685","ENSRNOG00000054952","LOC120095475",0,0,0,0,0,0,0,0,0
"19686","ENSRNOG00000054629","LOC120095427",0,0,0,2,0,0,0,0,1
"19687","ENSRNOG00000066078","LOC120095486",0,0,1,2,1,0,1,0,0
"19688","ENSRNOG00000070350",NA,0,0,0,0,0,0,0,0,0
"19689","ENSRNOG00000045676","Or2t45b",0,0,0,0,0,0,0,0,0
"19690","ENSRNOG00000053018","LOC120095388",0,0,0,0,0,0,0,1,0
"19691","ENSRNOG00000058504","LOC120095361",2,1,0,1,0,1,0,0,1
"19692","ENSRNOG00000058244","LOC120095419",0,1,0,2,1,0,2,1,0
"19693","ENSRNOG00000055800","LOC120095363",0,0,0,0,0,0,0,0,0
"19694","ENSRNOG00000053796","LOC120095492",0,0,0,0,0,0,0,0,0
"19695","ENSRNOG00000068206","Or2t44",0,0,0,0,0,0,0,0,0
"19696","ENSRNOG00000058369","Y_RNA",0,0,0,0,0,0,0,0,0
"19697","ENSRNOG00000062549","LOC120095447",0,0,0,0,0,0,0,0,0
"19698","ENSRNOG00000057969","LOC120095454",0,0,0,0,0,0,0,0,0
"19699","ENSRNOG00000052816","LOC120095445",0,0,0,0,0,0,0,0,0
"19700","ENSRNOG00000002873","Cfap144",0,0,0,0,0,0,0,0,0
"19701","ENSRNOG00000059399","LOC120095444",0,0,0,0,0,0,0,0,0
"19702","ENSRNOG00000070743","LOC120095469",0,0,0,0,0,0,0,0,0
"19703","ENSRNOG00000063400","Shisa9",1,2,2,3,1,1,2,0,1
"19704","ENSRNOG00000003039","Wnt3a",0,0,0,0,0,0,0,0,0
"19705","ENSRNOG00000021988","Olfr225",0,0,0,0,0,0,0,0,0
"19706","ENSRNOG00000022548","Prss38",2,3,4,3,0,2,1,3,3
"19707","ENSRNOG00000002757","Tada2a",155,112,163,276,164,177,190,283,242
"19708","ENSRNOG00000002876","Eef2kmt",137,58,76,139,68,145,77,115,107
"19709","ENSRNOG00000070137","Or2ak5",0,0,0,0,0,0,0,0,0
