"","rat_gene_id","rat_gene_symbol","LHNS1","LHNS2","LHNS3","IGFNS1","IGFNS2","IGFNS3","PDGFNS1","PDGFNS2","PDGFNS3"
"5449","ENSRNOG00000010079","Car3",25,19,13,15,15,30,37,31,17
"5450","ENSRNOG00000010941","Tifa",28,26,20,75,23,38,77,92,120
"5451","ENSRNOG00000062530",NA,0,0,0,0,0,0,0,0,0
"5452","ENSRNOG00000066617","LOC120100835",0,0,0,0,0,0,0,0,0
"5453","ENSRNOG00000032414","Tmem161b",32,28,42,84,50,70,92,100,109
"5454","ENSRNOG00000031024","Sirpal1",0,0,0,0,0,0,0,0,0
"5455","ENSRNOG00000046941","LOC100909964",3,1,3,0,5,2,4,5,2
"5456","ENSRNOG00000012505","Ppwd1",101,98,97,269,191,199,157,255,210
"5457","ENSRNOG00000053292","AABR07008876.1",0,0,0,0,0,0,0,0,0
"5458","ENSRNOG00000066566",NA,180,228,302,276,257,177,241,438,337
"5459","ENSRNOG00000045778","AC119603.1",23,23,32,60,48,42,45,59,49
"5460","ENSRNOG00000046421","LOC108350036",0,0,0,0,0,0,0,0,0
"5461","ENSRNOG00000030039","AABR07009260.1",0,0,0,0,0,0,0,0,0
"5462","ENSRNOG00000009826","Bche",0,0,0,0,0,0,0,0,0
"5463","ENSRNOG00000064787",NA,188,90,76,198,99,200,112,242,174
"5464","ENSRNOG00000068123","Gm21976",0,0,0,2,1,0,0,0,0
"5465","ENSRNOG00000010805","Fabp4",0,0,2,0,0,0,1,3,11
"5466","ENSRNOG00000023453","Lrba",388,232,254,415,280,351,272,453,369
"5467","ENSRNOG00000018230","Gtf2h2",199,162,183,426,240,393,320,435,370
"5468","ENSRNOG00000016912","Btf3",577,591,700,1223,880,1456,1295,1736,1927
"5469","ENSRNOG00000056907","Nipbl",1533,1133,1415,2504,1651,2487,2051,2936,2348
"5470","ENSRNOG00000010450","Elovl7",9,17,30,7,19,19,14,17,10
"5471","ENSRNOG00000010971","Snx18",1138,765,927,932,585,979,928,1546,1451
"5472","ENSRNOG00000042471","Aadacl2fm3",0,0,0,1,0,0,0,0,0
"5473","ENSRNOG00000051687","LOC100910852",0,0,0,0,0,0,0,0,0
"5474","ENSRNOG00000025823","Rbm46",0,0,0,0,0,0,0,0,0
"5475","ENSRNOG00000009953","Snx16",106,62,81,146,78,113,109,158,126
"5476","ENSRNOG00000055439","AABR07008608.1",25,18,14,36,16,27,42,47,56
"5477","ENSRNOG00000026686","Ddx4",0,0,0,0,0,0,0,0,0
"5478","ENSRNOG00000039740","Cenpk",6,4,5,12,19,36,6,20,13
"5479","ENSRNOG00000024947","Fabp2",0,1,0,0,3,0,0,0,0
"5480","ENSRNOG00000066236",NA,0,0,0,1,0,0,1,1,0
"5481","ENSRNOG00000023079","Nras",753,674,926,1211,742,1139,1050,1542,1428
"5482","ENSRNOG00000027908","Actrt3",1,3,3,4,4,5,1,23,11
"5483","ENSRNOG00000025608","Lrat",0,0,0,0,0,0,0,0,0
"5484","ENSRNOG00000050263","AABR07012426.1",0,0,0,0,0,0,0,0,0
"5485","ENSRNOG00000014232","P2ry1",4,0,0,1,2,2,39,21,27
"5486","ENSRNOG00000011082","Fabp9",0,0,0,0,0,0,0,0,0
"5487","ENSRNOG00000026842","Nnt",1773,1106,1244,2387,1303,2124,1285,2399,1997
"5488","ENSRNOG00000068600",NA,81,62,98,130,112,110,103,204,148
"5489","ENSRNOG00000013294","Sh2d2a",0,0,0,0,0,0,5,10,10
"5490","ENSRNOG00000014793","Gpr149",0,0,0,0,0,2,1,0,2
"5491","ENSRNOG00000013507","Selenot",1251,1195,1635,2482,1703,2145,1907,3280,3122
"5492","ENSRNOG00000017990","Ubap2l",3451,2180,3110,3887,2232,3747,2531,4348,3569
"5493","ENSRNOG00000018865","Adamts12",9729,6482,6989,3185,2164,3181,1085,1687,1384
"5494","ENSRNOG00000014039","Sucnr1",0,0,0,1,0,0,0,0,0
"5495","ENSRNOG00000043053","Zfp639",203,159,180,399,234,281,230,310,236
"5496","ENSRNOG00000020706","Kcnn3",1,1,0,9,1,7,3,11,5
"5497","ENSRNOG00000033064","Edil3",0,0,0,2,2,1,9,10,8
"5498","ENSRNOG00000022356","Zc2hc1a",1318,1166,1369,1510,1264,1571,1002,1390,1253
"5499","ENSRNOG00000014654","C2h4orf3",164,163,193,220,148,193,258,345,433
"5500","ENSRNOG00000013177","Map3k1",322,195,238,325,187,345,289,325,278
"5501","ENSRNOG00000049743","Gstm5",200,187,227,549,305,408,326,472,429
"5502","ENSRNOG00000013409","Gclm",163,106,116,181,105,200,99,211,202
"5503","ENSRNOG00000017427","Pfn2",570,419,454,1509,922,1231,709,1081,964
"5504","ENSRNOG00000021656","C2h1orf56",3,0,1,2,0,0,1,4,1
"5505","ENSRNOG00000031995","Smim15",174,201,236,468,357,364,408,504,494
"5506","ENSRNOG00000021116","Bnipl",1,0,1,0,1,1,1,2,0
"5507","ENSRNOG00000011553","Actl6a",450,372,441,847,459,783,397,779,651
"5508","ENSRNOG00000056151","Rasgrf2",0,1,2,4,5,6,7,12,5
"5509","ENSRNOG00000028052","RGD1563620",34,25,25,45,38,58,37,83,66
"5510","ENSRNOG00000030019","Atp1a1",5699,3763,3787,5302,3129,6516,10025,15526,12348
"5511","ENSRNOG00000064945","Rbis",27,18,28,49,37,50,62,67,86
"5512","ENSRNOG00000066826",NA,0,0,0,0,0,0,0,0,0
"5513","ENSRNOG00000065064",NA,0,0,0,0,0,0,0,0,0
"5514","ENSRNOG00000010760","E2f5",21,12,16,31,22,30,18,20,33
"5515","ENSRNOG00000011639","Mrpl47",173,136,173,354,207,308,182,295,259
"5516","ENSRNOG00000015654","Ghr",272,219,181,482,303,408,425,469,528
"5517","ENSRNOG00000023258","Nfkb1",884,504,657,872,420,809,575,1077,874
"5518","ENSRNOG00000049075","Fabp5",521,450,476,627,468,935,202,681,584
"5519","ENSRNOG00000010891","Lrrcc1",233,179,231,527,358,566,527,630,602
"5520","ENSRNOG00000021120","Prune1",639,355,429,750,414,716,424,750,691
"5521","ENSRNOG00000011441","Tpd52",724,777,906,847,699,859,1068,1859,1597
"5522","ENSRNOG00000011949","Ndufb5",708,794,835,1588,1142,1221,1073,1688,1619
"5523","ENSRNOG00000038552","AABR07009978.1",3,1,1,2,0,7,3,12,6
"5524","ENSRNOG00000014549","Arhgef26",186,193,260,149,168,327,196,191,149
"5525","ENSRNOG00000053979","Egf",36,21,30,43,29,40,48,56,42
"5526","ENSRNOG00000054361","AABR07010370.1",0,0,0,0,0,0,0,0,0
"5527","ENSRNOG00000012095","Pkia",1047,766,951,1013,698,971,396,895,738
"5528","ENSRNOG00000027410","Ccdc125",28,31,29,82,35,42,49,86,62
"5529","ENSRNOG00000017758","Ns5atp4",1142,773,976,1790,946,1865,1930,2319,2216
"5530","ENSRNOG00000028156","Pld1",1487,1060,1086,1253,823,1108,1091,1791,1378
"5531","ENSRNOG00000018510","Cdk7",254,232,325,402,242,421,307,356,308
"5532","ENSRNOG00000037853","Rarres1",1,1,4,6,7,9,13,8,8
"5533","ENSRNOG00000042717","Ciart",48,40,40,182,111,170,68,159,142
"5534","ENSRNOG00000038008","RGD1560162",0,0,0,0,0,0,0,0,0
"5535","ENSRNOG00000052173","Ranbp3l",0,0,1,1,1,1,0,0,1
"5536","ENSRNOG00000021131","Mindy1",1043,604,668,1277,644,1185,1167,1518,1436
"5537","ENSRNOG00000039582","Cspg4b",36,19,30,37,14,23,11,20,16
"5538","ENSRNOG00000032630","Mrps28",30,26,33,73,53,51,53,91,76
"5539","ENSRNOG00000013045","Setd7",304,192,164,384,238,484,436,566,453
"5540","ENSRNOG00000009771","Cdh10",0,0,0,0,0,0,0,0,0
"5541","ENSRNOG00000059903","Thbs3",404,258,239,712,344,680,359,678,516
"5542","ENSRNOG00000010649","Ctnnd2",136,30,75,61,17,77,28,77,61
"5543","ENSRNOG00000053969","AABR07008681.1",29,26,33,9,4,4,4,5,3
"5544","ENSRNOG00000067816",NA,0,0,0,0,0,0,0,0,0
"5545","ENSRNOG00000017428","Map1b",3980,2198,3008,5185,2707,4086,3746,6065,4229
"5546","ENSRNOG00000031378","LOC120100784",170,106,132,309,163,244,187,262,259
"5547","ENSRNOG00000059750","C2H1orf54",112,124,91,506,441,374,306,501,520
"5548","ENSRNOG00000068920",NA,592,551,565,1024,593,762,742,1099,1027
"5549","ENSRNOG00000033449",NA,3,0,1,0,1,6,0,2,1
"5550","ENSRNOG00000010461","Gpx8",807,690,1170,1641,971,1139,1036,1672,1392
"5551","ENSRNOG00000010747","Dap",5261,4880,4809,8020,5636,8246,9011,14121,12694
"5552","ENSRNOG00000012734","Dcun1d1",587,462,601,679,458,578,572,769,727
"5553","ENSRNOG00000054157","Nadk2",42,25,29,92,48,63,54,62,62
"5554","ENSRNOG00000043502","Mindy4b",0,0,0,0,0,0,1,1,0
"5555","ENSRNOG00000012148","Trio",2090,1306,1570,2213,1060,2003,1645,2016,1865
"5556","ENSRNOG00000010799","Noct",118,57,111,62,50,59,36,66,79
"5557","ENSRNOG00000028335","Fat4",4745,2387,2818,2956,1759,2912,1015,3178,2297
"5558","ENSRNOG00000010815","Elf2",1018,693,813,1433,793,1219,958,1426,1311
"5559","ENSRNOG00000062848",NA,3,2,3,7,8,13,5,10,7
"5560","ENSRNOG00000013963","Il6st",7370,4443,4751,5963,4119,5346,4710,7172,5823
"5561","ENSRNOG00000023816","Aph1a",1526,761,858,1385,681,1633,1208,1844,2027
"5562","ENSRNOG00000050416","Kcna10",0,0,0,0,0,0,0,0,0
"5563","ENSRNOG00000037406","Cfap141",2,1,0,5,1,8,3,4,2
"5564","ENSRNOG00000017752","Mccc2",393,272,232,812,430,740,470,658,588
"5565","ENSRNOG00000020539","Muc1",16,1,11,15,14,12,7,20,13
"5566","ENSRNOG00000055790","Nup210l",9,6,8,6,6,6,4,11,7
"5567","ENSRNOG00000021134","Anxa9",0,0,0,4,2,1,0,2,1
"5568","ENSRNOG00000048832","Asb17",0,0,0,0,0,0,0,0,0
"5569","ENSRNOG00000021081","Vps72",394,280,332,710,383,549,343,628,455
"5570","ENSRNOG00000067115",NA,0,0,1,1,2,1,1,2,0
"5571","ENSRNOG00000012933","Prcc",758,338,490,836,373,734,426,890,703
"5572","ENSRNOG00000021138","Cers2",3513,2262,2937,3827,2137,3141,3325,6427,4766
"5573","ENSRNOG00000013293","Mccc1",138,101,88,279,169,200,201,281,266
"5574","ENSRNOG00000012091","Ppa2",185,132,122,344,193,298,244,334,373
"5575","ENSRNOG00000013336","Wdr70",164,128,157,295,150,226,199,304,333
"5576","ENSRNOG00000023162","Car14",117,68,73,201,98,178,175,315,289
"5577","ENSRNOG00000017246","Adad1",0,0,0,0,0,0,0,0,0
"5578","ENSRNOG00000065396",NA,63,66,30,148,67,83,70,85,76
"5579","ENSRNOG00000062882","Hey1",15,16,13,51,50,57,16,39,34
"5580","ENSRNOG00000017348","Il2",0,0,0,0,0,0,0,0,0
"5581","ENSRNOG00000042261","Hdgf",2463,1445,1632,3108,1738,3329,1643,2276,2261
"5582","ENSRNOG00000016505","Fam169a",2,0,1,4,0,5,0,0,0
"5583","ENSRNOG00000011705","Stmn2",0,0,0,0,0,0,0,0,0
"5584","ENSRNOG00000016530","Nsa2",615,693,720,1336,975,990,1022,1540,1362
"5585","ENSRNOG00000016961","Rps27",731,929,1097,1715,1172,1217,1675,1744,2112
"5586","ENSRNOG00000009629","Car2",1,0,0,1,2,2,1,1,0
"5587","ENSRNOG00000011066","Marchf6",1799,1254,1342,2552,1566,2297,1951,3102,2606
"5588","ENSRNOG00000000001","Arsj",64,54,66,119,85,114,120,202,184
"5589","ENSRNOG00000017441","Tpm3",2292,1631,2333,2225,1620,2423,1853,3563,2951
"5590","ENSRNOG00000016733","Rab13",252,143,154,468,253,498,527,870,800
"5591","ENSRNOG00000010589","Zfp622",409,296,337,392,237,397,478,599,691
"5592","ENSRNOG00000011586","Ccnl1",688,449,543,723,420,556,650,958,938
"5593","ENSRNOG00000016379","Jtb",457,313,362,524,318,613,502,766,829
"5594","ENSRNOG00000023493","Creb3l4",0,0,0,0,0,0,2,0,0
"5595","ENSRNOG00000025108","Ankrd35",0,0,0,3,0,0,1,1,0
"5596","ENSRNOG00000068776",NA,39,26,21,24,17,49,40,71,73
"5597","ENSRNOG00000011216","Tbl1xr1",1208,964,1016,1957,1186,1718,1695,2971,2642
"5598","ENSRNOG00000032009","LOC499643",1,2,2,2,0,2,5,4,2
"5599","ENSRNOG00000028941","Zbed3",554,278,324,906,467,913,552,919,752
"5600","ENSRNOG00000021143","Setdb1",913,473,558,1032,511,917,681,933,792
"5601","ENSRNOG00000038095","Ccdc169",0,0,0,0,0,0,0,0,1
"5602","ENSRNOG00000027833","Fnip2",997,570,657,1172,557,1120,1659,1758,1938
"5603","ENSRNOG00000070034","Ankub1",997,754,908,1356,837,1038,1284,1759,2044
"5604","ENSRNOG00000070330",NA,0,0,0,0,0,0,0,0,0
"5605","ENSRNOG00000025285","Gfm2",277,193,179,387,229,382,340,582,458
"5606","ENSRNOG00000015425","Ssx2ip",104,76,94,117,68,96,87,217,160
"5607","ENSRNOG00000014599","Dhx36",209,165,200,385,267,361,265,375,361
"5608","ENSRNOG00000046468","Ptgfr",126,65,66,282,136,198,220,326,400
"5609","ENSRNOG00000010238","Chmp4c",247,183,302,232,123,216,214,339,368
"5610","ENSRNOG00000029889","Clca4",0,1,0,0,0,0,0,0,0
"5611","ENSRNOG00000066871",NA,0,0,3,0,0,0,2,0,1
"5612","ENSRNOG00000032576","Nlgn1",0,0,0,0,0,0,0,0,1
"5613","ENSRNOG00000068443",NA,2,0,0,0,0,4,1,1,1
"5614","ENSRNOG00000043386","Commd2",332,284,403,709,413,625,567,805,847
"5615","ENSRNOG00000010266","Cd180",833,709,717,224,206,299,858,774,861
"5616","ENSRNOG00000021199","Fcgr1a",0,0,0,0,0,0,0,0,0
"5617","ENSRNOG00000011923","Mgarp",0,2,0,1,3,3,11,59,34
"5618","ENSRNOG00000058539","Ccnb1",112,142,201,414,350,505,93,251,176
"5619","ENSRNOG00000009882","Ppp3ca",313,226,241,512,311,537,403,495,466
"5620","ENSRNOG00000012827","Mlf1",2,3,3,1,2,6,9,26,25
"5621","ENSRNOG00000069676",NA,1,1,1,4,3,1,1,0,1
"5622","ENSRNOG00000009821","Slitrk3",0,0,0,0,0,0,0,0,0
"5623","ENSRNOG00000014660","Usp53",350,291,435,349,268,340,400,581,461
"5624","ENSRNOG00000010161","Myo10",1851,858,1321,894,558,1009,605,1031,806
"5625","ENSRNOG00000071200","Spopfm2l1",0,0,0,1,0,1,1,1,1
"5626","ENSRNOG00000069800","RGD1563667",0,0,1,0,0,0,1,3,2
"5627","ENSRNOG00000010658","Cth",599,369,362,641,333,587,442,1381,992
"5628","ENSRNOG00000068741",NA,8,5,3,13,14,19,13,14,20
"5629","ENSRNOG00000032922","Dclk1",157,326,485,341,381,681,932,1364,1307
"5630","ENSRNOG00000032240","Gbp5",26,35,13,158,77,111,63,85,80
"5631","ENSRNOG00000020829","Them4",111,80,99,174,127,185,133,207,178
"5632","ENSRNOG00000025274","Hexb",2251,1484,1534,2355,1386,2080,1909,2118,2052
"5633","ENSRNOG00000011340","Ankrd13c",221,223,314,210,185,317,249,332,327
"5634","ENSRNOG00000019868","Psma5",541,565,713,1350,737,1042,1121,1428,1523
"5635","ENSRNOG00000043094","Oxct1",1182,923,976,1997,1220,1445,1036,1973,2003
"5636","ENSRNOG00000043445","Them5",4,1,0,2,1,6,3,4,3
"5637","ENSRNOG00000056371","Pik3ca",864,611,729,1235,816,989,1059,1604,1299
"5638","ENSRNOG00000010819","Hspa4l",12,8,7,14,9,12,3,12,13
"5639","ENSRNOG00000031814","Sort1",6067,3535,4092,5262,3040,6182,2517,3797,3156
"5640","ENSRNOG00000066065","Basp1",1229,1333,1890,4223,3066,4576,1907,2500,2146
"5641","ENSRNOG00000020832","C2cd4d",22,13,8,32,9,19,19,21,19
"5642","ENSRNOG00000009372","Tacr3",0,0,0,0,0,0,0,0,0
"5643","ENSRNOG00000027971","Lrrc31",3,0,0,0,0,1,0,1,0
"5644","ENSRNOG00000027002","Mast4",3229,1499,1577,2761,1226,2507,1677,3019,2285
"5645","ENSRNOG00000024365","Ect2",128,121,129,354,284,490,91,228,177
"5646","ENSRNOG00000026186","Syde2",1189,651,907,433,289,426,283,402,399
"5647","ENSRNOG00000009004","Lrriq4",0,0,0,0,0,0,0,0,0
"5648","ENSRNOG00000070835","Ndufc1",218,153,200,440,275,363,316,538,534
"5649","ENSRNOG00000010199","Glrb",9,8,6,11,13,15,12,14,13
"5650","ENSRNOG00000019163","Syt6",0,0,0,0,0,0,5,0,0
"5651","ENSRNOG00000013451","Drosha",1057,626,774,1670,942,1297,1027,1832,1358
"5652","ENSRNOG00000027836","Kcnmb3",1,0,0,1,0,1,3,0,2
"5653","ENSRNOG00000011842","Asic5",0,0,1,0,0,1,0,0,0
"5654","ENSRNOG00000042080","Il31ra",0,0,0,0,0,0,0,0,0
"5655","ENSRNOG00000014893","Dnai3",4,2,2,1,1,3,34,40,34
"5656","ENSRNOG00000012873","Gfm1",357,292,309,443,265,402,307,508,468
"5657","ENSRNOG00000027935","Lrrc34",0,1,2,1,1,1,1,2,1
"5658","ENSRNOG00000011260","Cmbl",4,4,2,62,20,25,6,11,12
"5659","ENSRNOG00000020470","Slc25a24",1019,634,733,1348,815,1278,1080,1919,1724
"5660","ENSRNOG00000012385","Naa15",251,223,334,513,370,410,388,525,500
"5661","ENSRNOG00000011632","Cct5",4153,3307,3808,8239,4555,6491,5289,7778,7252
"5662","ENSRNOG00000027923","Mynn",375,295,379,699,392,462,437,634,598
"5663","ENSRNOG00000022347","Atpsckmt",57,48,59,114,74,60,71,117,73
"5664","ENSRNOG00000063581",NA,0,0,0,0,0,0,0,1,0
"5665","ENSRNOG00000015024","Mcoln3",28,27,12,14,5,5,336,376,334
"5666","ENSRNOG00000018067","Smn1",295,248,331,473,293,331,304,440,353
"5667","ENSRNOG00000010094","Kcnmb2",0,0,0,0,1,0,2,1,1
"5668","ENSRNOG00000013572","Lxn",2024,1596,2527,1492,1291,1689,1215,1419,1347
"5669","ENSRNOG00000013121","Mier3",315,262,281,562,352,444,401,585,526
"5670","ENSRNOG00000050563","Sub1",0,0,0,1,1,0,0,1,0
"5671","ENSRNOG00000043377","Fdps",982,1371,1044,1330,1121,1563,2180,2622,2843
"5672","ENSRNOG00000012109","Otulinl",4,9,7,13,12,15,11,14,13
"5673","ENSRNOG00000021798","Pglyrp4",0,0,0,0,0,0,0,0,0
"5674","ENSRNOG00000042152","Gipc2",72,43,52,83,53,100,74,125,140
"5675","ENSRNOG00000062377",NA,0,0,2,0,0,0,3,0,0
"5676","ENSRNOG00000025160","Tlcd4",22,30,45,20,30,55,36,48,31
"5677","ENSRNOG00000054426","Zfp704",792,461,427,714,432,913,549,1096,890
"5678","ENSRNOG00000031743","Gbp2",51,41,51,324,126,182,227,270,221
"5679","ENSRNOG00000010121","Lef1",13,1,8,3,6,3,20,64,35
"5680","ENSRNOG00000050706","Col25a1",4,2,7,4,3,4,199,479,324
"5681","ENSRNOG00000015913","Tspan5",1487,863,1209,2404,1294,1972,1488,2294,2046
"5682","ENSRNOG00000056894","St6galnac3",10,1,8,3,6,8,4,7,3
"5683","ENSRNOG00000023404","Slc9b2",1,0,3,9,1,6,5,5,3
"5684","ENSRNOG00000009992","Rabggtb",420,312,354,701,397,461,520,791,721
"5685","ENSRNOG00000011528","Alg14",399,341,421,687,408,458,334,696,547
"5686","ENSRNOG00000021215","Rbm8a",101,87,137,209,138,122,111,215,166
"5687","ENSRNOG00000062253","Rpl24-ps11",433,457,536,870,587,658,945,1105,1213
"5688","ENSRNOG00000019221","Gstm4",282,167,187,407,162,355,272,475,469
"5689","ENSRNOG00000026944","Gpr150",38,28,22,17,6,11,13,31,28
"5690","ENSRNOG00000013050","Spz1",0,0,0,0,0,0,0,0,0
"5691","ENSRNOG00000017187","Prmt6",177,115,120,177,113,200,101,185,136
"5692","ENSRNOG00000026928","RGD1560402",173,130,158,287,204,255,406,964,735
"5693","ENSRNOG00000038905","AABR07048397.1",8,12,16,25,24,26,24,38,35
"5694","ENSRNOG00000064230","LOC499522",7,8,7,11,16,14,12,28,11
"5695","ENSRNOG00000061097","Lrit3",0,1,1,0,0,0,0,0,0
"5696","ENSRNOG00000064398",NA,0,0,0,0,0,0,0,0,0
"5697","ENSRNOG00000029988","LOC103691423",1910,1823,1760,2965,1080,2504,2276,2592,3207
"5698","ENSRNOG00000063273",NA,0,0,0,0,2,0,0,0,0
"5699","ENSRNOG00000043332","Foxd1",0,0,0,0,0,0,0,1,0
"5700","ENSRNOG00000066265",NA,0,0,0,0,0,0,0,0,0
"5701","ENSRNOG00000010254","Htr1a",0,0,0,0,0,0,0,0,0
"5702","ENSRNOG00000031997","Ttll7",147,51,101,93,59,74,133,323,247
"5703","ENSRNOG00000067789","LOC120100542",310,263,259,511,292,358,524,744,718
"5704","ENSRNOG00000064077",NA,0,0,0,0,0,0,0,0,0
"5705","ENSRNOG00000069122",NA,0,0,0,0,0,0,0,0,0
"5706","ENSRNOG00000068124","LOC108349932",17,28,30,29,34,16,16,31,22
"5707","ENSRNOG00000063925",NA,0,0,0,0,0,0,0,0,0
"5708","ENSRNOG00000017680","Dennd2d",13,4,7,9,10,17,12,14,22
"5709","ENSRNOG00000021745","Bhlhe22",0,0,0,0,0,0,0,0,0
"5710","ENSRNOG00000028348","Lhx8",0,0,0,0,0,0,0,0,0
"5711","ENSRNOG00000069632",NA,15,10,8,15,5,9,10,9,19
"5712","ENSRNOG00000023126","Rxfp3",10,12,13,0,0,0,0,0,0
"5713","ENSRNOG00000049010","AABR07007399.1",0,0,0,0,0,0,0,0,0
"5714","ENSRNOG00000062769",NA,0,0,0,0,0,0,1,0,0
"5715","ENSRNOG00000043292","Actbl2",0,0,0,0,0,0,0,2,0
"5716","ENSRNOG00000016289","Bmpr1b",15,12,18,15,7,16,7,11,21
"5717","ENSRNOG00000011963","Tas2r119",0,0,0,0,0,0,0,0,0
"5718","ENSRNOG00000069332",NA,0,0,0,0,0,0,0,0,0
"5719","ENSRNOG00000045818","LOC684444",0,0,0,0,0,0,0,0,0
"5720","ENSRNOG00000010047","Ddit4l",3,5,1,23,6,19,22,40,25
"5721","ENSRNOG00000025157","Cwc15-ps3",192,141,176,301,239,311,280,352,297
"5722","ENSRNOG00000059302","LOC100361143",0,0,0,0,1,0,1,1,0
"5723","ENSRNOG00000052207","Rps15al4",660,1044,1136,2038,1382,1039,1356,1779,2045
"5724","ENSRNOG00000022373","Dennd4b",746,340,360,733,354,725,436,864,633
"5725","ENSRNOG00000070775","Anxa2rl-ps1",0,0,0,0,1,0,0,0,0
"5726","ENSRNOG00000018045","AABR07007730.1",420,249,237,446,199,521,337,478,452
"5727","ENSRNOG00000061317","AABR07011733.1",0,0,0,0,0,0,0,0,0
"5728","ENSRNOG00000056337","Crtc2",0,0,0,0,0,0,0,0,0
"5729","ENSRNOG00000011827","LOC100360846",403,367,465,902,389,614,413,807,747
"5730","ENSRNOG00000063475",NA,0,0,0,1,0,1,1,1,0
"5731","ENSRNOG00000034093","Hsc70-ps1",5762,4504,5896,6756,3960,5886,7273,10395,9151
"5732","ENSRNOG00000009503","Depdc1",42,45,51,139,159,248,37,76,64
"5733","ENSRNOG00000046368","Dusp14l1",127,66,89,101,27,84,69,210,152
"5734","ENSRNOG00000065845","2210017I01Rik",0,0,0,0,0,0,0,0,0
"5735","ENSRNOG00000055370","Lce6a",0,0,0,0,0,0,0,0,0
"5736","ENSRNOG00000029592","Srsf11",1756,1221,1409,2223,1308,1894,1790,2584,2211
"5737","ENSRNOG00000033499","LOC120100586",0,0,0,0,0,0,0,0,0
"5738","ENSRNOG00000064528",NA,0,0,0,0,0,0,0,0,0
"5739","ENSRNOG00000024628","Wdr49",0,0,0,0,0,0,0,0,0
"5740","ENSRNOG00000032941","Mab21l1",8,9,5,12,5,11,9,12,10
"5741","ENSRNOG00000033147","Dear",2,1,0,4,2,2,5,1,3
"5742","ENSRNOG00000049530","AABR07012054.1",5,1,4,7,5,9,3,5,9
"5743","ENSRNOG00000067368","LOC102552128",0,0,0,0,0,0,0,0,0
"5744","ENSRNOG00000020279","Syt11",406,224,225,564,270,514,241,463,382
"5745","ENSRNOG00000011555","Lrrc40",477,293,324,855,514,636,510,777,649
"5746","ENSRNOG00000068362","Senp5-ps1",56,36,44,79,35,65,54,73,77
"5747","ENSRNOG00000070040",NA,0,0,0,0,0,0,1,0,0
"5748","ENSRNOG00000070781","Sprr2g",0,0,0,0,0,0,0,0,0
"5749","ENSRNOG00000067496","LOC102549828",0,0,0,0,0,0,0,0,0
"5750","ENSRNOG00000009168","Sprr2d",0,0,0,0,0,0,0,0,0
"5751","ENSRNOG00000014815","Myoz2",6,4,15,2,2,1,1,0,4
"5752","ENSRNOG00000004978","Prkacb",1577,1106,1341,1840,1229,1656,1298,2583,2082
"5753","ENSRNOG00000010992","Hspb3",0,0,0,0,0,0,0,0,0
"5754","ENSRNOG00000067916","LOC100363048",0,0,0,0,0,0,1,0,0
"5755","ENSRNOG00000063016","Hist2h3c2",7,7,3,6,4,16,12,7,15
"5756","ENSRNOG00000070591","H2bc18",17,16,27,45,28,48,49,56,105
"5757","ENSRNOG00000024623","RGD1309170",0,1,0,2,1,0,0,1,2
"5758","ENSRNOG00000047236","AABR07008066.2",6,1,11,12,13,9,10,20,15
"5759","ENSRNOG00000063309","LOC120100841",22,24,12,36,11,28,22,38,48
"5760","ENSRNOG00000030748","AABR07008421.1",4,7,4,13,14,11,4,6,6
"5761","ENSRNOG00000016214","Agl",749,551,592,891,572,739,1051,1922,1549
"5762","ENSRNOG00000066364","Tdpoz1-ps4",0,0,0,0,0,0,0,0,0
"5763","ENSRNOG00000066603","LOC120100584",0,0,0,0,0,0,0,0,0
"5764","ENSRNOG00000070191","Sprr2f",0,0,0,0,0,0,0,0,0
"5765","ENSRNOG00000066407",NA,0,0,0,0,0,0,0,0,0
"5766","ENSRNOG00000062928","Tdpoz2l1",0,0,0,0,0,0,0,0,0
"5767","ENSRNOG00000029493","AABR07010524.1",0,0,0,0,0,0,0,0,0
"5768","ENSRNOG00000030494","AABR07072761.1",34,26,36,40,34,53,33,67,67
"5769","ENSRNOG00000067699","Tdpoz1-ps5",0,0,0,0,0,0,0,0,0
"5770","ENSRNOG00000063988","LOC100911679",0,0,0,0,0,0,0,0,0
"5771","ENSRNOG00000064397","RGD1564313",0,0,0,0,0,0,0,0,0
"5772","ENSRNOG00000038902","Rbis",1,6,12,14,6,10,12,16,16
"5773","ENSRNOG00000019044","Adam30",0,0,0,0,0,0,1,0,0
"5774","ENSRNOG00000068251","Sprr2b",0,0,0,0,0,0,0,0,0
"5775","ENSRNOG00000064598","LOC102553503",0,0,0,0,0,0,0,0,0
"5776","ENSRNOG00000068421","LOC120101043",0,0,0,0,0,0,0,0,0
"5777","ENSRNOG00000011980","Lrrc7",1,0,1,1,0,0,1,2,5
"5778","ENSRNOG00000042266","Sprr4",0,0,0,0,0,0,0,0,0
"5779","ENSRNOG00000063985","Tdpoz1-ps14",0,0,0,0,0,0,0,0,0
"5780","ENSRNOG00000010680","Med12l",6,13,19,5,13,36,17,19,21
"5781","ENSRNOG00000049827","Arl14",0,1,5,1,0,1,5,6,6
"5782","ENSRNOG00000070831","Smim43",0,0,0,0,0,0,0,0,0
"5783","ENSRNOG00000065118","LOC102552940",0,0,0,0,0,0,0,0,0
"5784","ENSRNOG00000065510",NA,0,0,0,0,0,0,0,0,0
"5785","ENSRNOG00000023892","LOC103695131",0,0,0,0,0,0,0,0,0
